movieTitle,releaseYear,productionCompany
A Medal for Benny,1945,Paramount Pictures
A Thousand and One Nights,1945,Columbia Pictures
Belle of the Yukon,1944,International Pictures
Can't Help Singing,1944,Universal Pictures
Flame of Barbary Coast,1945,Republic Pictures
The Three Caballeros,1944,Walt Disney Productions
They Were Expendable,1945,Metro-Goldwyn-Mayer
Why Girls Leave Home,1945,Producers Releasing Corporation
Brewster's Millions,1945,Edward Small Productions
Captain Eddie,1945,20th Century Fox
Captain Kidd,1945,Benedict Bogeaus ProductionsCaptain Kidd Productions
Dillinger,1945,Monogram Pictures
Donald's Crime,1945,Walt Disney Productions
Earl Carroll Vanities,1945,Republic Pictures
G. I. Honeymoon,1945,Monogram Pictures
Guest in the House,1944,Hunt Stromberg Productions
Guest Wife,1945,Greentree Productions
Hitchhike to Happiness,1945,Republic Pictures
Incendiary Blonde,1945,Paramount Pictures
Lady on a Train,1945,Universal Pictures
Library of Congress,1945,Office of War Information
Mighty Mouse in Gypsy Life,1945,Terrytoons
Music for Millions,1944,Metro-Goldwyn-Mayer
Paris Underground,1945,Constance Bennett Productions
Pride of the Marines,1945,Warner Bros.
Salty O'Rourke,1945,Paramount Pictures
Sing Your Way Home,1945,RKO Radio Pictures
Sunbonnet Sue,1945,Monogram Pictures
The Affairs of Susan,1945,Hal Wallis Productions
The Last Bomb,1945,First Motion Picture Unit
The Unseen,1945,Paramount Pictures
The Woman in the Window,1944,International Pictures
This Love of Ours,1945,Universal Pictures
Three Is a Family,1944,Sol Lesser Productions
To the Shores of Iwo Jima,1945,United States Marine Corps
To the Shores of Iwo Jima,1945,Warner Bros. Pictures
The Best Years of Our Lives,1946,Samuel Goldwyn Productions
The Yearling,1946,Metro-Goldwyn-Mayer
The Jolson Story,1946,Columbia Pictures
Anna and the King of Siam,1946,Twentieth Century Fox
The Harvey Girls,1946,Metro-Goldwyn-Mayer
To Each His Own,1946,Paramount Pictures
Blithe Spirit,1945,Two Cities Films
Facing Your Danger,1946,Vitaphone
Seeds of Destiny,1946,United States Army Signal Corps
The Cat Concerto,1947,MGM Cartoons
Vacation From Marriage,1945,London Films
Vacation From Marriage,1945,Metro-Goldwyn-Mayer
It's a Wonderful Life,1946,Liberty Films
Henry V,1944,Two Cities Films
The Killers,1946,Mark Hellinger Productions
Blue Skies,1946,Paramount Pictures
Duel in the Sun,1946,Vanguard Films
Notorious,1946,RKO Radio Pictures
Notorious,1946,Vanguard Films
The Green Years,1946,Metro-Goldwyn-Mayer
A Stolen Life,1946,B.D. Production
Atomic Power,1946,The March of Time
Caesar and Cleopatra,1945,Gabriel Pascal Productions
Canyon Passage,1946,Walter Wanger Productions
Humoresque,1946,Warner Bros.
John Henry and the Inky-Poo,1946,George Pal Productions
Musical Moments from Chopin,1947,Walter Lantz Productions
Night and Day,1946,Warner Bros.
Road to Utopia,1946,Paramount Pictures
Saratoga Trunk,1945,Warner Bros.
Squatter's Rights,1946,Walt Disney Productions
The Blue Dahlia,1946,Paramount Pictures
The Dark Mirror,1946,International Pictures
The Spiral Staircase,1946,RKO Radio Pictures
The Spiral Staircase,1946,Vanguard Films
The Strange Love of Martha Ivers,1946,Hal Wallis Productions
The Stranger,1946,International Pictures
Walky Talky Hawky,1946,Warner Bros. Cartoons
Three Little Girls in Blue,1946,20th Century-Fox
Great Expectations,1946,Cineguild
A Double Life,1947,Kanin Productions
Black Narcissus,1947,The Archers
The Bishop's Wife,1947,Samuel Goldwyn Productions
Green Dolphin Street,1947,Metro-Goldwyn-Mayer
Body and Soul,1947,Enterprise Productions
Song of the South,1946,Walt Disney Productions
The Farmer's Daughter,1947,Vanguard Films
First Steps,1947,Frederic House Inc.
The Bachelor and the Bobby-Soxer,1947,Vanguard Films
Tweetie Pie,1947,Warner Bros. Cartoons
Crossfire,1947,RKO Radio Pictures
Life with Father,1947,Warner Bros.
Kiss of Death,1947,20th Century-Fox
Mourning Becomes Electra,1947,RKO Radio Pictures
"Smash-Up, the Story of a Woman",1947,Walter Wanger Productions
Boomerang!,1947,20th Century Fox
Chip an' Dale,1947,Walt Disney Productions
Fiesta,1947,Metro-Goldwyn-Mayer
Forever Amber,1947,20th Century Fox
Good News,1947,Metro-Goldwyn-Mayer
It Happened on 5th Avenue,1947,Roy Del Ruth Productions
Journey into Medicine,1947,United States Information Service
Odd Man Out,1947,Two Cities Films
Pluto's Blue Note,1947,Walt Disney Productions
Possessed,1947,Warner Bros.
Ride the Pink Horse,1947,Universal Pictures
Road to Rio,1947,Bing Crosby ProductionsHope Enterprises
School in the Mailbox,1947,Australian National Film Board
So You Want to Be in Pictures,1947,Richard L. Bare Productions
T-Men,1947,Edward Small ProductionsBryan Foy Productions
The Egg and I,1947,Universal Pictures
The Paradine Case,1947,Vanguard Films
The Perils of Pauline,1947,Paramount Pictures
"The Time, the Place and the Girl",1946,Warner Bros.
The World Is Rich,1947,Films Of Fact
Hamlet,1948,Two Cities
The Treasure of the Sierra Madre,1948,Warner Bros.-First National
Joan of Arc,1948,Sierra Pictures
The Red Shoes,1948,The Archers
The Naked City,1948,Mark Hellinger Productions
The Snake Pit,1948,20th Century Fox
The Search,1948,Metro-Goldwyn-Mayer
Portrait of Jennie,1948,Vanguard Films
Easter Parade,1948,Metro-Goldwyn-Mayer
Key Largo,1948,Warner Bros.
Seal Island,1948,Walt Disney Productions
The Little Orphan,1949,MGM Cartoons
The Paleface,1948,Paramount Pictures
Toward Independence,1948,United States Army Signal Corps
A Foreign Affair,1948,Paramount Pictures
Red River,1948,Monterey Productions
Romance on the High Seas,1948,Michael Curtiz Productions
The Emperor Waltz,1948,Paramount Pictures
Green Grass of Wyoming,1948,20th Century Fox
Heart to Heart,1949,Fact Film Organization
Louisiana Story,1948,Standard Oil Co. of New Jersey
Mickey and the Seal,1948,Walt Disney Productions
Moonrise,1948,Marshall GrantChas. K. Feldman Group Productions
Mouse Wreckers,1949,Warner Bros. Cartoons
Operation Vittles,1948,United States Air Force
Sitting Pretty,1948,20th Century Fox
"Sorry, Wrong Number",1948,Hal Wallis Productions
Tea for Two Hundred,1948,Walt Disney Productions
The Loves of Carmen,1948,The Beckworth Corporation
The Luck of the Irish,1948,20th Century Fox
The Pirate,1948,Metro-Goldwyn-Mayer
The Quiet One,1948,Film Documents
The Quiet One,1948,Inc.
The Three Musketeers,1948,Metro-Goldwyn-Mayer
Wet Blanket Policy,1948,Walter Lantz Productions
All the King's Men,1949,Columbia Pictures
The Heiress,1949,Paramount Pictures
A Letter to Three Wives,1949,20th Century Fox
Champion,1949,Screen PlaysStanley Kramer Productions
Adventures of Don Juan,1948,Warner Bros.
Little Women,1949,Metro-Goldwyn-Mayer
A Chance to Live,1949,Time Inc.
Daybreak in Udi,1949,Crown Film Unit
For Scent-imental Reasons,1949,Warner Bros. Cartoons
Mighty Joe Young,1949,Argosy Pictures
Neptune's Daughter,1949,Metro–Goldwyn–Mayer
On the Town,1949,Metro-Goldwyn-Mayer
She Wore a Yellow Ribbon,1949,Argosy Pictures
So Much for So Little,1949,Warner Bros. Cartoons
So Much for So Little,1949,United States Public Health Service
The Stratton Story,1949,Metro-Goldwyn-Mayer
Sands of Iwo Jima,1949,Republic Pictures
Jolson Sings Again,1949,Columbia Pictures
My Foolish Heart,1949,Samuel Goldwyn Productions
The Fallen Idol,1948,London Film Productions
Canary Row,1950,Warner Bros. Cartoons
"Edward, My Son",1949,MGM-British
It Happens Every Spring,1949,20th Century Fox
Look for the Silver Lining,1949,Warner Bros.
Mother Is a Freshman,1949,20th Century Fox
"Once More, My Darling",1949,Neptune Productions
Passport to Pimlico,1949,Ealing Studios
Sand,1949,20th Century Fox
Saraband for Dead Lovers,1948,Ealing Studios
So Dear to My Heart,1948,Walt Disney Productions
So You Think You're Not Guilty,1950,Richard L. Bare Productions
The Window,1949,RKO Radio Pictures
Toy Tinkers,1949,Walt Disney Productions
Tulsa,1949,Walter Wanger Productions
All About Eve,1950,20th Century-Fox
Sunset Boulevard,1950,Paramount Pictures
Samson and Delilah,1949,Paramount Pictures
King Solomon's Mines,1950,Metro-Goldwyn-Mayer
Born Yesterday,1950,Columbia Pictures
Annie Get Your Gun,1950,Metro-Goldwyn-Mayer
The Third Man,1949,London Films
Destination Moon,1950,Walter Lantz Productions
Harvey,1950,Universal Pictures
"Captain Carey, U.S.A.",1950,Paramount Pictures
Cyrano de Bergerac,1950,Stanley Kramer Productions
Gerald McBoing-Boing,1950,United Productions of America
In Beaver Valley,1950,Walt Disney Productions
Panic in the Streets,1950,20th Century Fox
Why Korea?,1950,Movietone News
The Asphalt Jungle,1950,Metro-Goldwyn-Mayer
Broken Arrow,1950,20th Century Fox
Cinderella,1950,Walt Disney Productions
Father of the Bride,1950,Metro-Goldwyn-Mayer
The Flame and the Arrow,1950,Norma Productions
The Flame and the Arrow,1950,Frank Ross Productions
Adam's Rib,1949,Metro-Goldwyn-Mayer
Bitter Rice,1949,Lux Film
I'll Get By,1950,20th Century Fox
Louisa,1950,Universal International Pictures
Mister 880,1950,20th Century Fox
No Sad Songs for Me,1950,Columbia Pictures
No Way Out,1950,20th Century Fox
Our Very Own,1950,Samuel Goldwyn Productions
Singing Guns,1950,Palomar Pictures
The Black Rose,1950,Twentieth Century-Fox Film Productions
The Fight: Science Against Cancer,1950,National Film Board of Canada
The Fight: Science Against Cancer,1950,Association of American Medical Colleges
The Furies,1950,Hal Wallis Productions
The Men,1950,Stanley Kramer Productions
The Red Danube,1949,Metro-Goldwyn-Mayer
The Stairs,1950,South Carolina
The Toast of New Orleans,1950,Metro Goldwyn Mayer
Three Little Words,1950,Metro-Goldwyn-Mayer
Trio,1950,Gainsborough Pictures
Trio,1950,Rank Organisation
When Willie Comes Marching Home,1950,20th Century Fox
With These Hands,1950,International Ladies Garment Workers Union
The Walls of Malapaga,1949,Francinex
An American in Paris,1951,Metro-Goldwyn-Mayer
The African Queen,1951,Horizon Pictures
The African Queen,1951,Romulus Films
The Great Caruso,1951,Metro-Goldwyn-Mayer
Here Comes the Groom,1951,Paramount Pictures
Benjy,1951,Los Angeles Orthopaedic Hospital
Kon-Tiki,1950,Artfilm
Nature's Half Acre,1951,Walt Disney Productions
Seven Days to Noon,1950,London Film Productions
The Two Mouseketeers,1952,MGM Cartoons
Quo Vadis,1951,Metro-Goldwyn-Mayer
Death of a Salesman,1951,Columbia Pictures
Bright Victory,1951,Universal International Pictures
Show Boat,1951,Metro-Goldwyn-Mayer
The Tales of Hoffmann,1951,London Films
The Tales of Hoffmann,1951,The Archers
The Blue Veil,1951,Wald/Krasna Productions
The Well,1951,Cardinal PicturesHarry Popkin Productions
Alice in Wonderland,1951,Walt Disney Productions
Bullfighter and the Lady,1951,John Wayne Productions
Golden Girl,1951,20th Century Fox
I Want You,1951,Samuel Goldwyn Productions
I Was a Communist for the FBI,1951,Warner Bros.
Kind Lady,1951,Metro-Goldwyn-Mayer
Lambert the Sheepish Lion,1952,Walt Disney Productions
One Who Came Back,1951,Disabled American Veterans
"Rich, Young and Pretty",1951,Metro-Goldwyn-Mayer
Rooty Toot Toot,1951,United Productions of America
Royal Wedding,1951,Metro-Goldwyn-Mayer
Strangers on a Train,1951,Transatlantic Pictures
Teresa,1951,Metro-Goldwyn-Mayer
The Mating Season,1951,Paramount Pictures
The Strip,1951,Metro-Goldwyn-Mayer
Too Young to Kiss,1951,Metro-Goldwyn-Mayer
Two Tickets to Broadway,1951,RKO Radio Pictures
When Worlds Collide,1951,Paramount Pictures
High Noon,1952,Stanley Kramer Productions
Moulin Rouge,1952,Romulus Films
The Quiet Man,1952,Republic Pictures
The Quiet Man,1952,Argosy Pictures
Breaking the Sound Barrier,1952,London Film Productions
The Lavender Hill Mob,1951,Ealing Studios
Johann Mouse,1953,MGM Cartoons
Plymouth Adventure,1952,Metro-Goldwyn-Mayer
The Sea Around Us,1953,Irwin Allen Productions
Water Birds,1952,Walt Disney Productions
Hans Christian Andersen,1952,Samuel Goldwyn Productions
My Cousin Rachel,1952,20th Century Fox
Sudden Fear,1952,Joseph Kaufmann Productions
Ivanhoe,1952,Metro-Goldwyn-Mayer
Carrie,1952,Paramount Pictures
Devil Take Us,1952,Theatre of Life Productions
5 Fingers,1952,20th Century Fox
Navajo,1952,Bartlett Foster Productions
Singin' in the Rain,1952,Metro-Goldwyn-Mayer
The Big Sky,1952,Winchester Pictures Corporation
The Merry Widow,1952,Metro-Goldwyn-Mayer
Affair in Trinidad,1952,The Beckworth Corporation
Because You're Mine,1952,Metro-Goldwyn-Mayer
Bridge of Time,1950,London Film Productions
Just for You,1952,Paramount Pictures
Little Johnny Jet,1953,MGM cartoon studio
Man Alive!,1952,United Productions of America
Million Dollar Mermaid,1952,Metro-Goldwyn-Mayer
My Son John,1952,Rainbow Productions
Pat and Mike,1952,Metro-Goldwyn-Mayer
Rashomon,1950,Daiei Film
Son of Paleface,1952,Hope Enterprises
The Card,1952,British Film-Makers
The Man in the White Suit,1951,Ealing Studios
The Member of the Wedding,1952,Stanley Kramer Productions
The Narrow Margin,1952,RKO Pictures
The Romance of Transportation in Canada,1952,National Film Board of Canada
The Sniper,1952,Stanley Kramer Productions
The Star,1952,Bert E. Friedlob Productions
The Thief,1952,Harry Popkin ProductionsFran Productions
From Here to Eternity,1953,Columbia Pictures
Lili,1953,Metro-Goldwyn-Mayer
Julius Caesar,1953,Metro-Goldwyn-Mayer
Bear Country,1953,Walt Disney Productions
The Alaskan Eskimo,1953,Walt Disney Productions
The Living Desert,1953,Walt Disney Productions
"Toot, Whistle, Plunk and Boom",1953,Walt Disney Productions
The Band Wagon,1953,Metro-Goldwyn-Mayer
The Moon Is Blue,1953,Otto Preminger Films(uncredited)
Above and Beyond,1952,Metro-Goldwyn-Mayer
Hondo,1953,Wayne-Fellows Productions
Knights of the Round Table,1953,Metro Goldwyn-Mayer British Studios
Mogambo,1953,Metro-Goldwyn-Mayer
The President's Lady,1953,20th Century Fox
Young Bess,1953,Metro-Goldwyn-Mayer
A Queen Is Crowned,1953,The Rank Organisation
All the Brothers Were Valiant,1953,Metro-Goldwyn-Mayer
Ben and Me,1953,Walt Disney Productions
Crazylegs,1953,Hall Bartlett Productions
From A to Z-Z-Z-Z,1954,Warner Bros. Cartoons
How to Marry a Millionaire,1953,20th Century-Fox
Kiss Me Kate,1953,Metro-Goldwyn-Mayer
Little Fugitive,1953,Little Fugitive Production Company
Miss Sadie Thompson,1953,The Beckworth Corporation
Operation Blue Jay,1953,United States Army Signal Corps
Return to Glennascaul,1951,Dublin Gate Theatre Productions
Rugged Bear,1953,Walt Disney Productions
Small Town Girl,1953,Metro-Goldwyn-Mayer
Take the High Ground!,1953,Metro-Goldwyn-Mayer
"The 5,000 Fingers of Dr. T.",1953,A Stanley Kramer Company Production
"The 5,000 Fingers of Dr. T.",1953,Columbia Pictures Corporation
The Actress,1953,Metro-Goldwyn-Mayer
The Caddy,1953,York Pictures Corporation
The Captain's Paradise,1953,London Films
The Conquest of Everest,1953,Group 3
The Cruel Sea,1953,Ealing Studios
The Four Poster,1952,The Stanley Kramer Company
The Living City,1953,Encyclopædia Britannica Films
The Living City,1953,Twentieth Century Fund
The Mississippi Gambler,1953,Universal International Pictures
The Naked Spur,1953,Metro-Goldwyn-Mayer
The Tell-Tale Heart,1953,United Productions of America
They Planted a Stone,1953,World Wide Pictures
This Is Cinerama,1952,Cinerama Productions
Torch Song,1953,Metro-Goldwyn-Mayer
On the Waterfront,1954,Horizon Pictures
The Country Girl,1954,Perlberg-Seaton Productions
"20,000 Leagues Under the Sea",1954,Walt Disney Productions
Three Coins in the Fountain,1954,20th Century Fox
Sabrina,1954,Paramount Pictures
The High and the Mighty,1954,Wayne-Fellows Productions
Seven Brides for Seven Brothers,1954,Metro-Goldwyn-Mayer
The Glenn Miller Story,1954,Universal-International
Broken Lance,1954,20th Century Fox
The Barefoot Contessa,1954,Figaro
A Time Out of War,1954,Carnival Productions
Gate of Hell,1953,Daiei Film
The Vanishing Prairie,1954,Walt Disney Productions
Thursday's Children,1954,World Wide Pictures
When Magoo Flew,1954,UPA
The Caine Mutiny,1954,Stanley Kramer Productions
A Star Is Born,1954,Transcona Enterprises
Executive Suite,1954,Metro-Goldwyn-Mayer
Rear Window,1954,Patron Inc.
Brigadoon,1954,Metro-Goldwyn-Mayer
There's No Business Like Show Business,1954,20th Century Fox
Carmen Jones,1954,Otto Preminger Films
Désirée,1954,20th Century Fox
Genevieve,1953,Sirius Productions
Susan Slept Here,1954,RKO Radio Pictures
The Silver Chalice,1954,Victor Saville Productions
Forbidden Games,1952,Metro-Goldwyn-Mayer
Hell and High Water,1954,20th Century Fox
Indiscretion of an American Wife,1953,Selznick Releasing Organization
It Should Happen to You,1954,Columbia Pictures
Knock on Wood,1954,Dena Productions
Magnificent Obsession,1954,Universal Pictures
Night People,1954,20th Century Fox
Pigs Is Pigs,1954,Walt Disney Productions
Red Garters,1954,Paramount Pictures
Rogue Cop,1954,Metro-Goldwyn-Mayer
Sandy Claws,1954,Warner Bros. Cartoons
The Earrings of Madame de...,1953,Franco London Films
The Earrings of Madame de...,1953,Indusfilms
The Earrings of Madame de...,1953,Rizzoli Film
The Stratford Adventure,1954,National Film Board of Canada
Them!,1954,Warner Bros.
White Christmas,1954,Paramount Pictures
The Little Kidnappers,1953,Group Film Productions
Marty,1955,Hecht-Lancaster Productions
Marty,1955,Steven Productions
Love Me or Leave Me,1955,Metro-Goldwyn-Mayer
East of Eden,1955,Warner Bros. Pictures
The Bridges at Toko-Ri,1954,Paramount Pictures Corp.
The Face of Lincoln,1955,University of Southern California
